春节对联
四言联
风和日丽  三星在户  百事皆乐  民生有幸
人勤地丰  五业其昌  万象更新  国运无疆
云霞呈秀  门迎百福  天开化宇  金莺报喜
梅柳生辉  户纳千祥  人在春台  玉燕迎春
五言联
阳光凝大地 年丰人益寿 迎春接福日 江山千古秀
春色入人家 春早福盈门 足食丰衣年 祖国万年春
人随春意泰 勤劳能致富 同修富裕路 山河添秀色
事共壮怀成 和睦可生财 共建文明村 大地沐春晖
好景年年好 政通千家福 太平真福贵 春晖盈大地
新春岁岁新 人和万户春 春色大文章 正气满乾坤
淑气芝兰茂 三阳临吉地 国登强盛境 春明有富贵
春风桃李香 五福萃华门 人过富裕年 风静全家安
花随春意发 庆新春肇事 人民歌永泰 一年春作首
福从好运来 祝大业终成 祖国庆长春 百事德为先
半年飞瑞雪 岁月随人好 万里春光美 祖国春如海
好景舞春风 山河照眼明 九州瑞气浓 人民力胜天
梅花开五福 年年歌大有 新风开盛世 红点桃花嫩
竹叶报三多 岁岁颂新康 春色壮神州 青描柳色新
天开新岁月 四海春光好 人民歌大治 党指通天路
人改旧乾坤 九州气象新 祖国庆长安 民怀报国心
神州臻百福 风和催四化 玉堂浮瑞气 共祝升平日
盛世集千祥 政通喜千家 金室耀祥光 同沾大有年
事业随春长 普天开景运 跨峥嵘岁月 龙飞欣晓日
风光逐日新 大地沐春晖 奔锦绣前程 马到庆丰功
日月光天德 有年皆丽日 云霞出海曙 春风舒冻柳
云霞拥地灵 无处不春风 梅柳渡江春 瑞雪兆丰年
和光生柳叶 风助飞雪舞 青山多画意 吟竹诗含翠
春色泛桃花 诗伴落梅吟 春雨润诗情 画梅笔带香
华文春日丽 神州春浩荡 普天开远景 云霞成异彩
瑞色紫云高 寰海日光华 大地焕新风 梅柳动春风
六言联
瑞雪娇梅袅柳  户户金花报喜  祖国河山似锦
断机人去愁予五月枫青  九十载齐眉夫妇我独何堪
炊臼梦成粉悴脂憔金阁冷 一梦黄梁别儿离孙妻耶往矣
断弦情切鸾孤凤只绣帏寒 几搔皓首断柱破镜子也凄哉
负我多情空抱鸳鸯偕老愿 不作凡夫妻明年欲嫁今年死
祝卿再世重旱鸾鸾未完盟 愿为比翼鸟他生未卜此生休
恩爱良妻苦雨凄风催汝去 数十年勤俭持家卿死料难如往日
可怜儿女大啼小哭要娘回 恍然间今生永诀梦乡方能晤汝颜
淑德标彤史    苦我半生可怜举案荆妻先归天上
芳踪依白云    祝卿再世不遇登科夫婿莫到人间
落花春已去  缘尽先离伤心卅载荆钗慢说来生还有约
残月夜难圆  事多未了回首七旬椿树敢言已死便无知
窗竹鸣秋雨   只望儿女成人生活日美你我同享快乐
床琴断夜弦   不料人愿难遂好景不长夫妻从此东西
最怜儿女无知犹自枕畔娇啼问阿母重归何日
但愿苍穹有眼补此人间缺憾许良缘再结来生
你翁哀你姑哀你祖姑尤哀听盆鼓声喧一个个顿足捶胸看你如何舍得
我女幼我子幼我次子更幼到更阑人静皆依依牵衣问母教我怎样开销
妻挽夫联
碧水青山谁作主 生前记得三冬暖 欲殉难抛黄口子
落花遗霜总伤情 亡后思量六月寒 偷生勉事白头翁
鸾飞镜里悲孤影 裂肺撕肝小寻老 鲲鹏音断云千里
凤立钗头叹只身 捶胸跺足妻哭郎 杜鹃声哀月一轮
花为春寒泣  燕阵残斜孤月冷 假如我死替你死
鸟因肠断哀  箫声吹断白云愁 换来君生代吾生
无禄才郎长夜不醒蝴蝶梦 郎果多情，楼上翼迎萧史凤
伤心少妇深宵悲听子规啼 妻真薄命，冢前愿作舍人鸯
哭望天涯愿到黄泉痛洒大乔泪 数十年赤手起家你死料难如往日
恨如春水谁言世上惟独小青悲 八旬人白头永诀我生谅也不多时
生立奇功死留典范九泉瞑目君无憾
上侍高堂下抚子女一家重担我来挑
挽兄联
愁系竹林畔  不图花萼终联集 雁阵霜寒悲折翼
泪弹荆树边  何忍雁行各自飞 鸽原露冷痛孤翔
魂兮归来夜月楼台花萼影 云路仰天高谁使雁行分只影
行不得也楚天风雨鹧鸪声 风亭悲月冷忍教荆树萎连枝
原上春深鹊鸽音断云千里 训弟课儿一生辛苦今犹在
林梢夜寂鸿雁声哀月一轮 持身涉世十分忠厚古来稀
云路仰天高谁使雁行分棣萼
风亭悲月冷何堪鹤驭失葭莩
椿树萎经年方期棣萼敷荣争辉两阮
荆花摧往日谁料茱萸遍插又少一人
挽嫂联
自愧不才此后议围难遽解 回想幼年时绕膝相依如我母
敢忘懿德于今家政复谁操 难疗今日病伤心何以慰吾兄
家事赖支持应知长嫂为娘一室不生轹釜怨
仙游伤仓卒忍听阿兄悼妇数声莫慰鼓盆悲
挽弟联
春草池塘犹入梦 一生辛苦今犹在 棠棣联枝嗟失一
秋风鸿雁不成行 十分忠厚古来稀 雁行折翼泣无全
归去来兮夜月楼台花萼影 云路仰天高谁使雁行分棣萼
行不得也暮天风雨鹧鸪声 风亭悲月冷何堪鹤驭失葭莩
竹径萧条平生壮志三更梦 劲节励冰霜定卜泷冈终有表
云山迢递万里西风一雁哀 衰年鲜兄弟可堪雷岸更无书
汝性最聪明曾伴阿兄吟柳絮 云路仰天高谁使雁行分只影
甥行皆幼弱忍看若辈著芦花 风亭悲月冷忍教荆树折连枝
同气遽分途原竟秋风魂还返
异时谁共被池塘春草梦难通
雁翼折西风先我而生乃遂先我而死
蛰音悲落日可叹在弟毕竟可叹在兄
谈笑一家中成咏雪诗当年才调原推尔
羁愁千里外登大雷岸此后音书待寄谁
亢宗惟盼见那堪一阵秋风鸿雁哀鸣悲折翼
传经常励弟回忆三年化雨鳣堂冷落最怆怀
相隔仅数里耳忆穷愁角酒谈笑论文话不尽黄卷青灯今兹已矣
作别竟千古耶叹游子浮云高堂日暮赋罢了绿波春草伤如之何
挽弟媳联
与我季共挽鹿车久传郝法 隔室惨难闻知是侄儿呼母哭
奈王母倏催鹤贺想伴荷仙 游仙魂不返忍看我弟悼亡诗
溯贤媛来自名门俭朴勤劳梁鸿妇
嗟予季悼伤佳偶凄凉呜咽鼓盆声
挽姐联
绮阁风寒我哭姐
瑶台月冷甥怨天
贞静幽娴姊妹行中推独冠 鹤驾遽西归痛姊音容从此杳
凄凉寂寞杜鹃声里暗伤神 雁行竟中断伤予手足何以堪
挽妹联
阿妹云古香茗已消空抱恨 宅相未离怀忍抛夫婿随姑去
沙哥未老浊茶虽寄亦无缘 诸昆幸无恙还期吾妹告亲知
月冷璇闺鸾音缥缈   人羡陆家姑万事补缝能爱弟
风寒绮阁鹤泪凄情   我仪张玄妹一时荣秀不留春
挽内兄弟联
气谊洽醇醪忍使衰年悲北海
恩勤铭积悯不胜儿辈恸西州
从婿乡几度联欢异姓深情同手足
抚灵柩不堪洒泪空斋遗物感琴书
异姓亦弟兄甥馆联欢犹忆同寻春草梦
深情谐伉俪闺房絮语不堪重读大雷书
挽连襟兄弟联
姻娅相关不殊兄弟 两婿相关谓之娅平时贰室追随共说亲情
人天永隔空羡邢谭 二姓好合其惟姻此后高门进谒空言戚谊
挽朋友联
生前忠节松凌霜雪   学术各门庭与子平生无唱和
死后高风水照青天   交情同骨肉俾予后死独伤悲
六书渊源秦汉文字   时事伤心风号鹤唳人何处
一夕解脱神仙之人   哀情惨目月落乌啼霜满天
千里吊君惟有泪 犹似昨日共笑语 九原有泪流知己
十年知己不因文 恍惚今时汝尚存 万户同声哭好人
亲同手足此时杳无踪影  小别遽招魂始信忧劳能损寿
近伴春秋来日梦中相逢  高堂久忘世哪堪迟暮转摧心
松柏侣君一生错节风霜苦 无缘话永诀知音来时泪泣血
同志爱我毕竟深情肝胆知 有期解相思苍鸟啼处梦传神
廿载契何如犹觉兰言在耳 挂剑若为情黄菊花开人去后
三秋悲永诀那堪楚些招魂 思君在何处白杨秋浮月明时
梁木风摧从此不见尊君影 君竟永离故土含恨含悲今独去
德星夜坠往后只看仙鹤飞 我依活在此间常思常想再偕来
何处可招魂检箧尚遗玄草 管子天下才公论当年青史在
为君欲挂到登堂空忆白云 鲍叔知我者故交此日白头稀
君竟忘父母衰孱忍割尘缘骑鹤去
我但觉友朋寥落怕从天上识鸿归
挽友妻联
丧贤妻固是人间哀痛事 学伟人凡事心宽留取精神再奋斗
想未来当也不必太悲伤 比先哲遇痛忍悲意在前途更争强
其夫贫而乐妇可知矣 岁月无情鸳鸯折翼足令人肝肠痛断
有子贤且文母何恨欤 事业有望骏马争奔抬望眼心胸放宽
自古志士当不为儿女温情贻误国事
而今我辈即便是恩爱齐眉亦应达观
挽同学联
千秋女学开蓝褛     茗赋柳诗为同学冠
一脉师承重典型     兰摧蕙折贻我辈忧
万卷诗书我还读     学富雕龙文修夭上
一时风月向谁谈     才雄倚马星殒人间
幸有高文垂宇宙     我辈读书正希望鹏程万里
未酬壮志在中华     他山攻玉忽惊闻鹤唳九皋
追往岁仙君与吾结笔砚之好寒窗共度
抚今日挚友向汝表手足之情悲泪独流
挽亲家联
风片雨丝萧瑟忽摧女贞荫 寥落数晨星鹤驾云中偏去远
莺啼燕语凄凉偏杂子规声 凄凉忆旧雨蟀吟床下不成声
幸托丝罗荣分椿荫   儿女亲事今世如意
悲歌蒿薤空奠椒浆   两家结缘再生相逢
有弱女感姑恩为言辛苦持家十载伤心搔白发
最诸孤承父志会见联翩竟爽一门接踵到青云
挽同辈其他亲戚联
玉树栽来欣擢秀    亲同手足此时杳无踪影
琼枝萎去动悲怀    近伴春秋来日梦中相逢
杨柳春风怀逸致   六书渊源秦汉文字
梨花寒食动哀思   一夕解脱神仙之人
挽邻居联
睦邻精神今犹在   乡里称贤留有典型遗后世
勤劳品质永留存   近邻怀故收来秋色寄哀情
睦邻美德永留遗范   象应少微星彩落萧辰悲夜月
家室新风昭及后人   名登耆旧传芳流梓里忆春风
一世辛勤德留乡里   尔我结邻居友谊真诚逾手足
终生节俭和传院部   年时勤稼穑家声继起付儿曹
忆往昔家室萧条先无一旦之欢竞茹苦半世
看今朝门庭兴旺年逾八十而终当含笑九泉
挽儿子联
月照寒枫空谷深山徒洒泪 肃气苦相侵红树青山都惨淡
霜封宿草素车白马更伤情 伤心来作吊素车白马剧悲哀
龙隐海天云万里   谁人无爱子心深情难自己
鹤归华表月三更   世上多指逆事永诀更何堪
挽女儿联
花落萱帏春去早   驾鹤方填天上人间悲恨别
光寒婺宿夜来沉   骖鸾永逝金风玉露助凄伤
挽外甥联
舅犹父也平时面命耳提总望成龙成凤
甥何丧乎此去人亡物在难免怨地怨天
挽侄女联
快婿属南官迭获乘龙方谓于归欣得所
芳踪返西域魂随驾鹤更从何处赋游仙
挽婿联
云气初呵诗题桐叶庭除绿
天台永别泪染桃花洞口红
挽晚辈联
箧里诗书疑谢后   一载卧沉疴李贺床头呼阿弥
梦中风貌似潘前   十年问奇字杨云门下失候芭
人间未遂青云志   孔雀东南飞最是伤心同命鸟
天上先成白玉楼   鸳鸯左右顾不堪寒夜可怜虫
花落燕脂春去早 犹子比儿从来锦字成文淬掌居然呼不栉
魂归鸳帐梦来惊 浮生若梦此后玉台新咏招魂何处拾明珠
深痛昙花才一现 往日列门塔最怜年少美才常指青云期远到
方知芝草木无根 朔风吹噩耗顿触老人旧感重回白首忆前游
祭周年联
三年此日雨为泪 大恩何止三年祭 慈母别世痛三载
十月彼秋风欲悲 晚辈当存永志心 孝子哭灵裂五脏
爱儿辛勤苦一世 一世未终儿女情 悼念先严三周年
想父音容祭三秋 三秋已过忆母恩 痛表后生一片心
挽医生联
恨百草竟无救汝药   慈心待人人尽怀念
念一生常怀爱人心   良方济世世留芳名
医德高尚众口颂 以医活人而不计酬良相论功愧吾子
药方神灵百疾除 积德累世自然获报克家绳武在诸朗
著述有奇书仁术仁心操业岐黄传三世
针砭及世俗医人医国留名赤县自千秋
挽政界联
政绩今犹在  磊落英才冠时辈 志壮情豪诚可敬
清名终古留  欷觑太息动哀情 赤诚坦白留美名
哀歌动大地  正道至今犹在  奋斗一生留业绩
浩气贯长空  清名终古常留  激励后代展宏图
人间鸿羽折  出生入死当年事 有口皆碑留选誉
天上大星沉  廉洁奉公此时心 无言凝志寄哀思
单父焚琴七弦奇绝 生为人民功高迹显 为人正直毕生无愧
河阳花瑟一县风凄 死于国事名垂千秋 为事公道浩气长存
建设国家曾尽瘁 千行遍插来公竹 驾返新城悲落日
光辉竹帛水流芳 两泪同挥羊祐碑 名高故里仰遗风
平凡工作系千秋大业 奋斗为人民精神不死 生前忠节似松凌霜雪
高尚情操留万世芳名 光荣留青史百世流芳 死后高风如水照青天
沥血呕心革命精神足堪效 爱党爱国爱集体精神永在
先人后己崇高品质诚可钦 有德有功有美名风范长存
风风雨雨为人民终身奋斗 鞠躬尽瘁一世无憾尤无愧
水水山山留足迹风范长存 先明磊落终身不谄也不骄
魂魄托日月正气留千古  为国为民如此好官实难得
肝胆映河山丹心照万年  立功立德至今遗泽不能忘
挽军界联
世称奇男子  于国有功真不世 南征北战功不朽
天丧真将军  为民捍患更何人 春去秋来名永留
大树生前号  一生肝胆生无敌 羊祜惠犹留岘首
长城死后名  百战威灵殁有神 马援功未竟壶头
中天悬明月  南朔战功青史在 故老掩涕三军凄感
前军落大星  古今名将白头稀 中原极目千里丧春
星陨寒芒焰  大树高风万人敌
风凄细柳营  将军星陨一天寒
公有千秋名国有儒将  化鹤竞忘归华表高瞻霜月冷
生为万人敌死为鬼雄  屠龙空有技剑光犹带斗牛寒
天壤长城河山变色   铁券分封剑气当年横塞北
功称大树风雨惊秋   黄粱入梦将星一夜陨江南
如此乾坤得卧龙而后定  天上大星沉万里云山同惨淡
正当风雨失鸣难其奈何  人问寒雨迸三军笳鼓共悲哀
尽瘁鞠躬勿惊大将星初陨 大将富韬铃满拟金饶同奏凯
出师丧志长使英雄泪沾襟 中原失保障空留铜像特铭勋
挽商界联
有长者风无市侩气   公抱管鲍才正思我商有赖
离浊尘世登极乐天   世无扁苍术竟使厥疾不瘳
明哲云亡空怀端木   贸易久孚回首杜梁瞻落月
典型足式怅望陶朱   老成遽之伤心鲁殿圮灵光
感旧有怀同向秀     直道至今孚市井
招魂何处失陶朱     旧游何处感邻家
忠厚成心市井咸钦盛德  未竟厥施公为创业兴商祖
音容隔世经营空惜长才  倏然待尽我亦浮家蹈海人
台德兼尊犹执谦恭延后辈 致富万金为实业界中泰山北斗
典型具在尚留声望属商家 斯人千古是货殖传上端木陶朱
挽工界联
劳苦辛勤生平瘁体力 熟读考工记，一篇不愧宗师称大匠
箕裘弓冶后起振家声 深感老成人，千古空教后辈仰遗型
大笔淋漓坊者传 劳工神圣尽其天职 上寿七旬从心不逾距
劳工神圣寿而康 老城典型犹在人间 斯人千古劳力以终身
挽农界联
痛失慈亲举家悲戚  乡里称贤，留有典型遗后世
长留懿德全材缅怀  丰收在望，忽惊溘逝别人寰
挽文学艺术界联
墨云香冷来琴馆   工精艺巧堪称妙手
薤露寒生赋鹏文   赤胆忠心一片真诚
壮怀犹在风云上   文章卓荦生无敌
诗卷长留天地间   风骨精灵殁有神
累年陋室相随泼墨手书师弟交情如骨肉
此后吾庐谁主隔江挥泪梦魂终古恋湖山
自挽联
功名事业文章他生未卜   一死便成大自在
嬉笑悲歌怒骂到此皆休   他生须略减聪明
既死莫伤心好料理身后事宜莫弄得七颠八倒
再来还是我且撇下生前眷属重去寻六故三亲
五千里北辙南辕看人富贵受人怜落拓穷途何处洒狂生泣泪
十一次东涂西抹呕我心肝催我命仓皇岐路再休提名士风流
挽烈士联
生当作人杰  正倚济时唐李郭 未酬壮志身先死
死亦为鬼雄  竟嗟无命汉关张 留取丹心照汗青
铁肩担道义 生经白刃方为贵 日月行天忠烈芳留百世
热血荐轩辕 死葬红花骨亦香 江河流地英雄功存千秋
英灵昭日月  先烈精神在  平生慷慨班都护
肝胆映山河  英灵浩气存  万里间关马伏波
我公曾有言，不拼却好头卢曷为男子
国人须记取，愿相爱如手足以报将军
挽伟人联
功德无量 江河呜咽 伟业秀千古 大功垂宇宙鞠躬革命
青史永垂 草木含悲 英名在人间 讣电震环球举国伤心
恩泽四海 悲歌动地 化悲痛为力量 忠魂一缕萦萦依故土
功高九天 哀乐撼天 继遗志写春秋 正气无量浩浩满中华
已有丰功垂青史 功业常齐天地永 革命者大名垂宇宙
犹存大节誉人民 红旗自有后人擎 八宝山烈焰照山河
功德常与天地在 山河共存音容在 功著神州音容宛在
英名永垂宇宙间 日月同辉伟业新 名垂青史恩泽长存
惊回首伟业丰功垂宇宙  五洲共仰覆地翻天开国运
抬望眼高风亮节勖人民  四海同悲竭志尽瘁为人民
追忆逝者缅怀前辈创业  举国同悲忠心赤胆兴邦手
悼念伟人勉励后代接班  永年不朽伟业丰功革命家
墓碑联
慎终须尽三年礼 门出高仙骑龙背 玉树芳兰承俎豆
追远常怀一片心 石雕群兽壮虎威 金章紫诰答蒸尝
山迎水送 龙虎之地 含笑九泉下 先人德望在
虎伏龙蟠 福祥之天 还家五夜中 后辈业绩高
依山傍水大福地   祖德无穷千秋常祀典
步云攀桂有缘门   儿孙百代万古绍书香
宗祠联
一门忠气山河壮 祖功宗德流芳远 福田宗祖种
百代精神日月光 子孝孙贤世泽长 心地子孙耕
礼乐绳其祖武  百代孝慈山仰泰 俨若思教孙有庆
诗书贻厥孙谋  万年支派水流东 祭如在明德惟馨
春秋匪懈 典祀千年重 英声振百世 祖功垂福泽
继序不忘 绵延百世昌 清誉垂千秋 宗德衍家声
昭假烈祖 宗祖规模远
佑启后人 儿孙绍述长
名人挽联
清·康熙挽郑成功
四镇多二心，两岛屯师，敢向东南争半壁
谁人抒国难，一隅抗志，方知海外有孤忠
清·林则徐挽张师诚
感恩知己两兼之，拟今春重谒门庭，谁知一纸音书，竟成绝笔
尽忠补过久已矣，忆平昔双修儒佛，但计卅年官绩，也合升天
孙中山挽秋瑾
江户失丹忱感君首赞同盟会
轩亭流碧血愧我今招侠女魂
杨度挽孙中山
英雄做事无他，只坚忍一心，能成世界能成我
自古成功有几？正疮痍满目，半哭苍生半哭公
俞平伯挽茅盾
惊座文章传四海
新民德业播千秋
冯月庵挽周恩来
长庚陨落，敌友同惊，辍会衔哀旗半降
泰岳崩摧，华洋共恸，群音遇密泪横垂
张伯驹挽陈毅
仗剑从云，作千诚忠心不易。军声在涯海，遗爱在江南，万庶尽含哀，四望大好山河，永离赤县
挥戈挽日，结尊俎豪气犹存。无愧于平生，有功于天下，九泉应含笑，伫见重新世界，遍树红旗
赵式铭挽聂耳
乐府近凋零，学就成连人已逝
吹台遥怅望，化为精卫客应归
郑午目挽徐志摩
叹息浮生同落叶
本来才调是飞仙
郁达夫挽徐志摩
两卷新诗，廿年老友，相逢日星天涯，只为佳人难再得
一声河满，九点齐烟，化鹤重归华表，应愁高处不胜寒
白雉山挽郭沫若
巨笔写春秋，何独屈子问天，文姬归汉
雄才跨百代，岂让杜陵尊圣，太白称仙
陆小曼挽徐志摩
多少前尘成噩梦，五载哀欢，匆匆永诀，天道复奚论，欲死未能因母老
万千别恨向谁言，一身愁病，渺渺离魂，人间应不久，遗文编就答君心
白杨挽梅兰芳
悼一代巨星殒落，举世无限伤感
幸满台桃李新生，梅艺万古长青
孙中山挽黄兴
常恨随陆无武，绛灌无文，纵九等论交到古人，此才不易
试问夷惠谁贤，彭殇谁寿，只十载同盟有今日，死后何堪
朱德、彭德怀挽戴安澜
将略冠国门，日寇几回遭重创
英雄羁缅境，国人无处不哀思
蔡元培挽梁启超
保障共和，应与松坡同不朽
宣传欧化，不因南海让当仁
郭沫若挽鲁迅
方悬四月，叠坠双星，东亚西欧同殒词
钦诵二心，憾无一面，南天北地遍招魂
孔子之前，无一孔子；孔子之后，无数孔子
