遥山丽如绮 长流萦似带
晴鸟回笼嘉树薄 春亭娇幕好花浓
一瓢挂树傲时代 五柳种门吟落晖
江上翠蛾遗佩去 岸边红袖采莲归
平吴破蜀三除里 灭楚图秦百战中
春近杜鹃啼不断 寒催归雁去何穷
已闻抱玉沾衣湿 见说迷途满目流
滴尽绮筵红烛暗 坠残妆阁晓花羞
寒蝉若不开三穴 狡兔何从上九天
莫见团圆明处远 须看湾曲鉴时偏
若言要识愁中貌 也似君恩日日衰
招得香魂爵少翁 九华灯烛晓还空
驽骀燕雀堪何用 仍向人前价例高
赋就长安振大名 斩蛇功与乐天争
野云行止谁相待 明月襟怀只自知
无伴偶吟溪上路 有花偷笑腊前枝
不意云霄能自致 空惊鹓鹭忽相随
腊雪初明柏子殿 春光欲上万年枝
春兼三月闰 人拟半年游
风俗同吴地 山川拥梓州
日生沧海赤 潮落浙江清
秋晚遥峰出 沙干细草平
河声梁苑夜 草色楚田曛
雁已多南去 蝉犹在此闻
春尽离丹阙 花繁到锦城
雪消巴水涨 日上剑关明
轩凉庭木大 巷僻鸟巢低
背俗修琴谱 思家话药畦
草堂山水下 渔艇鸟花边
窥井猿兼鹿 啼林鸟杂蝉
春风来汉棹 雪路入商云
水险溪难定 林寒鸟异群
人情谁可会 身事自堪疑
岳雨狂雷送 溪槎涨水吹
山城犹转漏 沙浦已摇船
海曙霞浮日 江遥水合天
宿船横月浦 惊鸟绕霜洲
云湿淮南树 笳清泗水楼
草晴虫网遍 沙晓浪痕新
莲叶初浮水 鸥雏已狎人
路行沙不绝 风与雪兼来
草得春犹白 鸿侵夏始回
菰蒲虽似越 骨肉且非秦
曲岸藏翘鹭 垂杨拂跃鳞
钟来宫转漏 月过阁移阴
鹤避灯前尽 芸高幄外深
砚和青霭冻 帘对白云垂
峻掌光浮日 危莲影入池
木落山城出 潮生海棹归
独吟霜岛月 谁寄雪天衣
香中别有韵 清极不知寒
横笛和愁听 斜枝倚病看
无复君王顾 春来起渐慵
歌咽新翻曲 香销旧赐衣
佳人持锦字 无雁寄辽西
欲剪宜春字 春寒入剪刀
相思春欲尽 未遣酒尊空
澹澹长江水 悠悠远客情
路逢白面郎 醉插花满头
满眼桃李花 愁人如不见
强攀庭树枝 唤作花未开
病起绕庭除 春泥粘屐齿
耕蓑钓笠取未暇 秋田有望从淋漓
坐看黑云衔猛雨 喷洒前山此独晴
行朝半夜烟尘起 晓殿吁嗟一镜沈
天涯时有北来尘 因话它人及故人
一瓯解却山中醉 便觉身轻欲上天
百幅轻明雪未融 薛家凡纸漫深红
与君犹是海边客 又见早梅花发时
忆得去年有遗恨 花前未醉到无花
吟安一个字 撚断数茎须
险觅天应闷 狂搜海亦枯
地平铺作月 天迥撒成花
客满烧烟舍 牛牵卖炭车
两三条电欲为雨 七八个星犹在天
衣汗稍停床上扇 茶香时拨涧中泉
高僧解语牙无水 老鹤能飞骨有风
野色吟馀生竹外 山阴坐久入池中
倚马才高犹爱艺 问牛心在肯容私
吏开黄阁排班处 民拥青门看入时
北固暴亡兼在路 东都权葬未归茔
渐穷老仆慵看马 著惨佳人暗理筝
揉蓝尚带新鲜叶 泼血犹残旧折条
万颗真珠轻触破 一团甘露软含消
谁家络络游春盛 担入花间轧轧声
鞍马和花总是尘 歌声处处有佳人
笙歌何处承恩宠 一一随风入上阳
长门槐柳半萧疏 玉辇沈思恨有馀
窥鱼翘立荷香里 慕侣低翻柳影中
几日下巢辞紫阁 多时凝目向晴空
时难何处披怀抱 日日日斜空醉归
一别杜陵归未期 只凭魂梦接亲知
后有卑岭 缭然如城
跨池左右 足以建亭
到处慵开口 何人可话心
登楼得句远 望月抒情深
将从天上去 人自日边来
此处金门远 何时玉辇回
自有山神护 应无劫火烧
坏文侵古壁 飞剑出寒霄
秋跨蹇驴风尚紧 静投孤店日初沈
一枝犹挂东堂梦 千里空驰北巷心
清光不向此中见 白发争教何处生
闲地占将真可惜 幽窗分得始为明
尘中一丈日 谁是晏眠人
御柳舞着水 野莺啼破春
塔碍高林鸟 窗开白日山
树阴移草上 岸色透庭间
老积沧洲梦 秋乖白阁期
平生五字句 一夕满头丝
空知百馀尺 未定几多年
古甲磨云拆 孤根捉地坚
红尘不待晓 白首有谁闲
浅度四溟水 平看诸国山
君恩过铜柱 戎节限交州
犀占花阴卧 波冲瘴色流
犹有中华恋 方同积浪深
张帆度鲸口 衔命见臣心
空馀八封树 尚对一茅堂
白日埋杜甫 皇天无耒阳
为觅出人句 只求当路知
岂能穷到老 未信达无时
频见此轮满 即应华发生
不圆争得破 才正又须倾
虽因野僧得 犹畏岳神知
画月冷光在 指云秋片移
无人知落处 万木冷空山
远忆云容外 幽疑石缝间
吟诗应有罪 当路却如雠
陆海傥难溺 九霄争便休
暝鸟飞不到 野风吹得开
一天分万态 立地看忘回
离乡俱少壮 到碛减肌肤
风雪夜防塞 腥膻朝系胡
林残数枝月 发冷一梳风
并鸟含钟语 欹荷隔雾空
愁来舍行乐 事去莫吞悲
白发不由己 黄金留待谁
中华属贵分 远裔占何星
分寸辨诸岳 斗升观四溟
读易分高烛 煎茶取折冰
庭垂河半角 窗露月微棱
浪势平花坞 帆阴上柳堤
凝岚藏宿翼 叠鼓碎归蹄
野火风吹阔 春冰鹤啄穿
渚樯齐驿树 山鸟入公田
无尔向潭上 为吾倾瓮头
空馀赤枫叶 堕落钓鱼舟
此地开新讲 何山锁旧房
僧名喧北阙 师印续南方
讲升高座懒 书答重臣迟
瓶势倾圆顶 刀声落碎髭
况是分岩眼 同来下石瓶
旁痕终变藓 圆影即澄星
不以千峰险 唯将独影归
有为嫌假佛 无境是真机
看云情自足 爱酒逸应无
簟席弹棋子 衣裳惹印朱
野火流穿苑 秦山叠入巴
风梢离众叶 岸角积虚沙
民田侵不尽 客路踏还平
作穴蛇分蛰 依冈鹿绕行
山寒初宿顶 泉落未知根
急雨洗荒壁 惊风开静门
吾道不当路 鄙人甘入林
云垂方觅鹤 月湿始收琴
云根啼片白 峰顶掷尖青
护果憎禽啄 栖霜觑叶零
汲水疑山动 扬帆觉岸行
云离京口树 雁入石头城
苦集休开箧 清资罢转郎
瘴中无子奠 岭外一妻孀
教餐有效药 多愧独行僧
云湿煎茶火 冰封汲井绳
犹向风沙浅 非于甸服遥
时平无探骑 秋静见盘雕
灵踪载籍古 怪刃刺云尖
盘蹙陵阳壮 孤标建邺瞻
聘入关中去 人从帝侧来
诗窗盛岛屿 檄盾照风雷
三峰岂不重 厚地戴犹轻
雪筱欹难直 风泉喷易横
此境未开日 何人初见时
耗痕延黑藓 净罅吐微澌
衰条难定鸟 缺月易依山
野色耕不尽 溪容钓自闲
望山吟过日 伴鹤立多时
沟远流声细 林寒绿色迟
始为分路客 莫问向隅心
峤翠藏幽瀑 枝风下晓禽
去愁分碛雁 行计逐乡僧
华岳无时雪 黄河漫处冰
废巢侵烧色 荒冢入锄声
逗野河流浊 离云碛日明
春流无旧岸 夜色失诸峰
影动渔边火 声迟话后钟
记得瀑泉落 省同幽鸟闻
一回经雨雹 长有剩风云
静夜人相语 低枝鸟暗迁
星围南极定 月照断河连
白日与无事 俗人嗔闭门
樵鱼临片水 野鹿入荒园
骨肉到时节 团圆因梦魂
池塘营水眼 岭峤结花根
入郭非无路 归林自学空
溅瓶云峤水 逆磬雪川风
万木长不住 细泉听更深
蜩沾高雨断 鸟遇夕岚沈
晚吟公籍少 春醉积林开
涤砚松香起 擎茶岳影来
河凌坚通马 胡云缺见雕
砂中程独泣 乡外隐谁招
青云重庆少 白日一飞高
转楚闻啼狖 临湘见叠涛
日斜寻阔碛 春尽逐归鸿
独树河声外 凝笳塞色中
一宵犹几许 两岁欲平分
燎暗倾时斗 春通绽处芬
北固一何峭 西僧多此逢
天垂无际海 云白久晴峰
腊高犹伴鹿 夏满不归城
云朵缘崖发 峰阴截水清
直峰抛影入 片月泻光来
潋滟侵颜冷 深沉慰眼开
芳草未归日 故人多是坟
帆行出岫雨 马践过江云
客路抛湓口 家林入镜中
谭馀云出峤 咏苦月欹空
古迹春犹在 遥泉夜尽闻
片时三处雨 九叠几重云
根离潮水岸 韵爽判曹人
正午回鱼影 方昏息鹭身
落日长边海 秋风满故都
掩关苔色老 盘径叶声枯
菰风生马足 槐雪滴人头
北阙尘未起 南山青欲流
木梢寒未觉 地脉暖先知
鸟啭星沈后 山分雪薄时
煎茶留静者 靠月坐苍山
露白钟寻定 萤多户未关
虽宽百姓土 渐缺六朝坟
禾黍是亡国 山河归圣君
长当庚子日 独拜五经书
白浪吹亡国 秋霜洗大虚
及见凌云说 方知掩夜台
白衣归北路 玄造亦遗才
山衔中郭分 云卷下湖程
公署闻流木 人烟入废城
封卷还高客 飞书问野人
废田教种谷 生路遣寻薪
湖影撼山朵 日阳烧野愁
白波争起倒 青屿或沈浮
旧愁浑似雪 见日总消时
塔下牡丹气 江头杨柳丝
凭君莫话封侯事 一将功成万骨枯
传闻一战百神愁 两岸强兵过未休
凿断玉潭盈尺水 琢成金地两条冰
轮时只恐星侵佛 挂处常疑露滴僧
为客正当无雁处 故园谁道有书来
城头早角吹霜尽 郭里残潮荡月回
触散柳丝回玉勒 约开莲叶上兰舟
酒边旧侣真何逊 云里新声是莫愁
湖村夜叫白芜雁 菱市晓喧深浦人
远水日边重作雪 寒林烧后别生春
云间影过秋千女 地上声喧蹴踘儿
何处寄烟归草色 谁家送火在花枝
半夜腊因风卷去 五更春被角吹来
宁无好鸟思花发 应有游鱼待冻开
彤云缥缈回金辂 明月婵娟挂玉钩
燕羽几曾添别恨 花容终不更含羞
莫言白日催华发 自有丹砂驻少年
渔钓未归深竹里 琴壶犹恋落花边
休疑宝尺难量度 直恐金刀易剪裁
喷向林梢成夏雪 倾来石上作春雷
笋林次第添斑竹 雏鸟参差护锦囊
乳洞此时连越井 石楼何日到仙乡
无地不同方觉远 共天无别始知宽
文魮隔雾朝含碧 老蚌凌波夜吐丹
长与岳阳翻鼓角 不离云梦转鱼龙
吸回日月过千顷 铺尽星河剩一重
未必展来空似翅 不妨开去也成莲
月将河汉分岩转 僧与龙蛇共窟眠
不逐彩云归碧落 却为暮雨扑行人
年年旧事音容在 日日谁家梦想频
性灵比鹤争多少 气力登山较几分
吟鬓渐无前度漆 寝衣犹有昨宵云
但有壶觞资逸咏 尽交风景入清机
半川阴雾藏高木 一道晴蜺杂落晖
浪花湖阔虹蜺断 柳线村深鸟雀闲
千室绮罗浮画楫 两州丝竹会茶山
神鸦乱噪黄陵近 候雁斜沉梦泽空
打桨天连晴水白 烧田云隔夜山红
阶前未放岩根断 屋下长教海眼通
本为入来寻佛窟 不期行处踏龙宫
只待外方缘了日 争看内殿诏来时
周回海树侵阶疾 迢递江潮应井迟
阆苑驾将雕羽去 洞天赢得绿毛生
日边肠胃餐霞火 月里肌肤饮露英
珠穿闽国菩提子 杖把灵峰榔栗枝
春藓任封降虎石 夜雷从傍养龙池
乱结罗纹照襟袖 别含琼露爽咽喉
叶中新火欺寒食 树上丹砂胜锦州
笋蹊已长过人竹 藤径从添拂面丝
若许白猿垂近户 即无红果压低枝
云带金龙衔画烛 星罗银凤泻琼浆
满屏珠树开春景 一曲歌声绕翠梁
已葬桐江月 空回建水船
客传为郡日 僧说读书年
昔朝曾侍玄宗侧 大夜应归贺监边
山木易高迷故垄 国风长在见遗篇
众心惟恐地无剩 吾意亦忧天惜闲
白练曳泉窗下石 绛罗垂果枕前山
游秦分系三条烛 出楚心殊一寸灰
高柳莫遮寒月落 空桑不放夜风回
无人医白发 少地著新坟
岁代殊相远 贤愚旋不分
门前送敕朱衣吏 席上衔杯碧落人
半夜笙歌教泥月 平明桃杏放烧春
若言保惜归华屋 只合封题寄列侯
学卷晓冰长怕绽 解铺寒水不教流
八尺碧天无点翳 一方青玉绝纤尘
蝇行只恐烟粘足 客卧浑疑水浸身
自是荒淫多 梦得巫山女
从来圣明君 可听妖魅语
得丧一惊飘 生死无良贱
不谓天不祐 自是人苟患
血染长城沙 马踏征人骨
早得用蛾眉 免陷边戍卒
揽衣出门望 落叶满长道
一从秉箕帚 十载孤怀抱
举头看古松 似对仙鹤语
是时天气清 四迥无尘侣
不问清平时 自乐沧波业
长畏不得闲 几度避游畋
此地纵千年 土香犹破鼻
宠既出常理 辱岂同常死
飞鸟犹恋巢 万里亦何远
妾愿化为霜 日日下河梁
五字便容趋绛帐 一枝寻许折丹霄
岂知流落萍蓬远 不觉推迁岁月遥
金榜高悬当玉阙 锦衣即著到家林
真珠每被尘泥陷 病鹤多遭蝼蚁侵
不将冠剑为荣事 只向烟萝寄此生
松竹渐荒池上色 琴书徒立世间名
莫滴芙蓉池 愁伤连蒂荷
一朵花叶飞 一枝花光彩
雨下侵苔色 云凉出浪声
叠帆依岸尽 微照夹堤明
市沽终不醉 春梦亦无凭
岳面悬青雨 河心走浊冰
造化犹难隐 生灵岂易谩
猿跳高岳静 鱼摆大江宽
苦节长如病 为官岂肯肥
山多村地狭 水浅客舟稀
鬓丝犹可染 诗病却难医
山暝云横处 星沈月侧时
路向东溟出 枝来北阙求
家无一夜梦 帆挂隔年秋
帆张独鸟起 乐奏大鱼惊
骤雨拖山过 微风拂面生
人心无算处 国手有输时
势迥流星远 声干下雹迟
鹊喜虽传信 蛩吟不见诗
笋抽通旧竹 梅落立闲枝
皇恩轻一邑 赤子病三年
瘦马稀餐粟 羸童不识钱
事多凭夜梦 老为待明年
春树添山脊 晴云学晓烟
便是有船发 也须容市沽
精吟五个字 稳泛两重湖
梵僧为骨肉 柏寺作家乡
眼闭千行泪 头梳一把霜
官路虽非远 诗名要且闻
蝉悲欲落日 雕下拟阴云
相思长有事 及见却无言
静坐将茶试 闲书把叶翻
路岐平即易 沟壑满应难
兔穴归时失 禽枝宿处干
事无前定处 愁有并来时
日影才添线 鬓根已半丝
稍寒人却健 太饱事多慵
树老生烟薄 墙阴贮雪重
幸无偏照处 刚有不明时
色静云归早 光寒鹤睡迟
月生方见树 风定始无沙
楚水辞鱼窟 燕山到雁家
寸步有闲处 百年无到人
禁林寒对望 太华净相邻
惟有疏慵者 来看淡薄人
竹牙生碍路 松子落敲巾
寺分一派水 僧锁半房山
对面浮世隔 垂帘到老闲
翠笼无价寺 光射有名诗
一水涌兽迹 五峰排凤仪
僧居跨鸟道 佛影照鱼潭
朽枿云斜映 平芜日半涵
到此修行者 应非取次人
鸟过惊石磬 日出碍金身
鹭衔鱼入寺 鸦接饭随船
松桧君山迥 菰蒲梦泽连
及到堪忧处 争如未济时
鱼龙侵莫测 雷雨动须疑
深山不畏虎 当路却防人
豪富田园废 疲羸屋舍新
投人言去易 开口说贫难
泽国云千片 湘江竹一竿
江风长借客 岳雨不因天
戏鹭飞轻雪 惊鸿叫乱烟
耳边无俗语 门外是前生
塔见移来影 钟闻过去声
能搜大雅句 不似小乘人
岳麓擎枯桧 潇湘吐白蘋
总无方是法 难得始为诗
冻犬眠干叶 饥禽啄病梨
才大天全与 吟精楚欲空
客来庭减日 鸟过竹生风
斗老输寒桧 留闲与白云
挈盂曾几度 传衲不教焚
嶮飞千尺雪 寒扑一声雷
过去云冲断 旁来烧隔回
气冲云易黑 影落县多阴
有云草不死 无风松自吟
语传明主意 衣拂美人香
缓步寻珠网 高飞上画梁
却为分明极 翻成所得迟
浴偎红日色 栖压碧芦枝
未尝贫处见 不似地中生
此物疑无价 当春独有名
又看重试榜 还见苦吟人
此得名浑别 归来话亦新
拟掘孤坟破 重教大雅生
皇天高莫问 白酒恨难平
醉眼青天小 吟情太华低
千年松绕屋 半夜雨连溪
鲸吞洗钵水 犀触点灯船
岛屿分诸国 星河共一天
马饥餐落叶 鹤病晒残阳
野雾昏朝烛 溪笺惹御香
系绦轻象笏 买布接蛮船
海气蒸鼙软 江风激箭偏
海枯搜不尽 天定著长新
月上分题遍 钟残布子匀
冷沉中岳短 光溢太行高
不寐清人眼 移栖湿鹤毛
南斗看应近 北人来恐稀
潮浮廉使宴 珠照岛僧归
四五百竿竹 二三千卷书
云深猿拾栗 雨霁蚁缘蔬
行傍长江影 愁深汨水魂
筇携过竹寺 琴典在花村
得事应须早 愁人不在多
雪田平入塞 烟郭曲随河
剑摇林狖落 旗闪岳禽高
苔长空州狱 花开梦省曹
毳衣沾雨重 棕笠看山欹
夜观入枯树 野眠逢断碑
挈囊秋卷重 转栈晚峰齐
踏月趋金阙 拂云看御题
河桥吹角冻 岳月卷旗圆
僧救焚经火 人修著钓船
齿因吟后冷 心向静中圆
虫网花间井 鸿鸣雨后天
墨研青露月 茶吸白云钟
卧语身粘藓 行禅顶拂松
树沈孤鸟远 风逆蹇驴迟
草入吟房坏 潮冲钓石移
丹经如不谬 白发亦何能
浅井仙人境 明珠海客灯
越讲迎骑象 蕃斋忏射雕
冷筇和雪倚 朽栎带云烧
早程残岳月 夜泊隔淮钟
一镜随双鬓 全家老半峰
危栈窥猿顶 公庭扫鹤毛
出军青壁罅 话道白眉毫
隔关沈水鸟 侵郭噪园鸦
吏瘦餐溪柏 身羸凭海槎
吏穿霞片望 僧扫月棱归
省拜墀烟近 林居玉漏微
竹吹人语远 峰碍鸟飞回
生死别离陌 朝昏云雨堆
树杪开楼锁 云中认岳莲
溪声过长耳 筇节出羸肩
一盏薄醨酒 数枝零落梅
潮生楚驿闭 星在越楼开
猿戏青冥里 人行紫阁阴
腊泉冰下出 夜磬月中寻
护茶高夏腊 爱火老春秋
海浪南曾病 河冰北苦游
坠果敲楼瓦 高萤映鹤身
点灯吹叶火 谈佛悟山人
结根生别树 吹子落邻峰
古干经龙嗅 高烟过雁冲
养药同开鼎 休棋各枕奁
相逢九江底 共到五峰尖
撚髭孤烛白 闭目众山青
松挂敲冰杖 垆温注月瓶
猛虎降低鼠 盘雕望小蝇
通禅五天日 照祖几朝灯
贮瓶经腊水 响塔隔山钟
乳鸽沿苔井 斋猿散雪峰
听更池上鹤 伴值岳阳人
井锁煎茶水 厅关捣药尘
吟生万井月 见尽一天星
浪静鱼冲锁 窗高鹤听经
园近鹿来熟 江寒人到稀
片云穿塔过 枯叶入城飞
满寺中秋月 孤窗入夜涛
旧真悬石壁 衰发落铜刀
鼎水看山汲 台香扫雪焚
鹤归惟认刹 僧步不离云
松阴盖巫峡 雨色彻荆门
宿寺青山尽 归林彩服翻
烧痕碑入集 海角寺留真
楼憩长空鸟 钟惊半阙人
展经猿识字 听法虎知非
泉注城池梦 霞生侍卫衣
寺高猿看讲 钟动鸟知斋
扫石月盈帚 滤泉花满筛
